القائمة الرئيسية   Main List,,,,,,,,,,,,,قائمة شركات التمويل       Finance Companies 
Table 1: Balance Sheet of Finance and Real Estate Refinance Companies,,,,,,,,,,,,,جدول 1: المركز المالي الموحـــد للشركات التمويل وإعادة التمويل العقاري
(Million ﷼),,,,,,,,,,,,,(مليون ﷼)
,,المركز المالي  للشركة السعودية لاعادة التمويل العقاري,,,,المركز المالي  لشركات التمويل,,,,المركز المالي الموحد لشركات التمويل وإعادة التمويل العقاري ,,,
نهاية الفترة,, Balance Sheet of Saudi Real Estate Refinance Company ,,,, Balance Sheet of Finance Companies ,,,, Balance Sheet of Finance Companies and Real Estate Refinance Company ,,,
End of Period,,حقوق الملكية,رأس المال,الأصول,المطلوبات,حقوق الملكية,رأس المال,الأصول,المطلوبات,حقوق الملكية,رأس المال,الأصول,المطلوبات
,, Equity  ,Capital,Assets,Liabilities, Equity  ,Capital,Assets,Liabilities, Equity  ,Capital,Assets,Liabilities
2018,,1487.1286950000001,1500,1761.065263,273.93656800000002,18247.1350210809,12926.882,37662.519697225202,19415.384676144298,19734.263716080899,14426.882,39423.584960225198,19689.321244144299
2019,,1467.6603520000001,1500,2250.2420739999998,782.58172200000001,17983.263995349,12752.922,38426.9491912831,20443.685196292299,19450.924347348999,14252.922,40677.191265283102,21226.266918292298
2020,,1503.473313,1500,7521.4094409999998,6017.9361280000003,18060.669996529999,12828.422,45576.448477211401,27515.778480681402,19564.143309530002,14328.422,53097.857918211397,33533.714608681403
2021,,5098.4693280000001,5000,13402.965967,8304.4966390000009,20398.617107409998,14505.076999999999,53492.888847609996,33094.271740199903,25497.086435410001,19505.077000000001,66895.854814609993,41398.768379200003
2022,,5201.359152,5000,21004.917546000001,15803.558394,22347.211532910002,14643.722,57018.116962289998,34670.90542938,27548.570684909999,19643.722000000002,78023.034508290002,50474.46382338
2023,,5360.4639999999999,5000,31018.502,25658.038,23854.62199467,15458.00772,64197.6067062,40342.98471153,29215.08599467,20458.007720000001,95216.108706200001,66001.022711529993
2024,,5568.8392104900004,5000,30373.53967427,24804.700463779998,29848.559239586099,16432.650590000001,69188.353092805002,39339.7938532189,35417.3984500761,21432.650590000001,99561.892767074998,64144.494316998898
2025,,5722.98,5000,43802.71,38079.730000000003,31110.32,16642.650000000001,73832.59,42722.27,36833.300000000003,21642.65,117635.3,80801.990000000005
Q1,2018,1486.4676830000001,1500,1504.18019,17.712506999999999,17820.2267466638,12873.75,37813.004475792601,19992.7777291288,19306.694429663799,14373.75,39317.1846657926,20010.4902361288
Q2,2018,1488.898543,1500,1551.180824,62.282280999999998,17826.738465160201,13026.75,36990.607270203,19163.868805042799,19315.6370081602,14526.75,38541.788094203002,19226.151086042799
Q3,2018,1487.396839,1500,1503.4887670000001,16.091927999999999,18160.142878553499,12909.922,37312.567662813999,19152.4247842605,19647.5397175535,14409.922,38816.056429814002,19168.516712260502
Q4,2018,1487.1286950000001,1500,1761.065263,273.93656800000002,18247.1350210809,12926.882,37662.519697225202,19415.384676144298,19734.263716080899,14426.882,39423.584960225198,19689.321244144299
Q1,2019,1479.568806,1500,2251.058329,771.48952299999996,17674.264567369199,12926.882000003699,38065.198779031998,20390.934211662901,19153.833373369202,14426.882000003699,40316.257108031998,21162.423734662902
Q2,2019,1473.4444410000001,1500,2251.7232560000002,778.27881500000001,17519.6552825773,12576.882,37353.911694564202,19834.256411986898,18993.099723577299,14076.882,39605.634950564199,20612.5352269869
Q3,2019,1468.0473440000001,1500,2246.565869,778.51852499999995,17772.3700550252,12576.882,37573.150914195598,19800.780859170402,19240.417399025198,14076.882,39819.716783195603,20579.299384170401
Q4,2019,1467.6603520000001,1500,2250.2420739999998,782.58172200000001,17983.263995349,12752.922,38426.9491912831,20443.685196292299,19450.924347348999,14252.922,40677.191265283102,21226.266918292298
Q1,2020,1471.766705,1500,3100.5997029999999,1628.8329980000001,17767.230517643198,12652.922,38923.961697258601,21156.731179849499,19238.9972226432,14152.922,42024.561400258601,22785.564177849501
Q2,2020,1466.390146,1500,2820.6010550000001,1354.2109089999999,17769.9369404504,12838.422000000401,41076.469427060401,23306.532486610002,19236.327086450401,14338.422000000401,43897.070482060401,24660.743395609999
Q3,2020,1477.813206,1500,6064.2426640000003,4586.4294579999996,17800.136372990699,12828.4220000037,42247.0371612616,24446.900788270901,19277.949578990701,14328.4220000037,48311.279825261598,29033.330246270802
Q4,2020,1503.473313,1500,7521.4094409999998,6017.9361280000003,18060.669996529999,12828.422,45576.448477211401,27515.778480681402,19564.143309530002,14328.422,53097.857918211397,33533.714608681403
